Time Step,Time,water_output
2432,1987-08-30 00:00:00,5.542876289
2433,1987-08-31 00:00:00,5.292532996
2434,1987-09-01 00:00:00,5.053492456
2435,1987-09-02 00:00:00,4.825244482
2436,1987-09-03 00:00:00,4.607301916
2437,1987-09-04 00:00:00,6.090227851
2438,1987-09-05 00:00:00,6.033902020
2439,1987-09-06 00:00:00,5.761865134
2440,1987-09-07 00:00:00,5.501697312
2441,1987-09-08 00:00:00,5.253273770
2442,1987-09-09 00:00:00,5.016655635
2443,1987-09-10 00:00:00,4.790127744
2444,1987-09-11 00:00:00,4.573825858
2445,1987-09-12 00:00:00,4.367288441
2446,1987-09-13 00:00:00,4.322765188
2447,1987-09-14 00:00:00,4.131103255
2448,1987-09-15 00:00:00,3.944556278
2449,1987-09-16 00:00:00,3.766430671
2450,1987-09-17 00:00:00,3.762385418
2451,1987-09-18 00:00:00,3.592488642
2452,1987-09-19 00:00:00,3.430261584
2453,1987-09-20 00:00:00,3.275358076
2454,1987-09-21 00:00:00,3.127447573
2455,1987-09-22 00:00:00,2.986214447
2456,1987-09-23 00:00:00,2.892543789
2457,1987-09-24 00:00:00,2.803078215
2458,1987-09-25 00:00:00,2.716379786
2459,1987-09-26 00:00:00,2.632362916
2460,1987-09-27 00:00:00,2.550944664
2461,1987-09-28 00:00:00,2.472044656
2462,1987-09-29 00:00:00,2.395585003
2463,1987-09-30 00:00:00,2.689087744
2464,1987-10-01 00:00:00,2.559577861
2465,1987-10-02 00:00:00,2.440261545
2466,1987-10-03 00:00:00,2.364784935
2467,1987-10-04 00:00:00,2.291642795
2468,1987-10-05 00:00:00,2.284261887
2469,1987-10-06 00:00:00,2.213610303
2470,1987-10-07 00:00:00,2.145143953
2471,1987-10-08 00:00:00,2.078795248
2472,1987-10-09 00:00:00,2.077997656
2473,1987-10-10 00:00:00,2.013725767
2474,1987-10-11 00:00:00,1.951441790
2475,1987-10-12 00:00:00,1.891084239
2476,1987-10-13 00:00:00,2.568763274
2477,1987-10-14 00:00:00,4.077823105
2478,1987-10-15 00:00:00,5.099286391
2479,1987-10-16 00:00:00,4.855027867
2480,1987-10-17 00:00:00,4.833211431
2481,1987-10-18 00:00:00,4.601821974
2482,1987-10-19 00:00:00,4.381284193
2483,1987-10-20 00:00:00,4.171095754
2484,1987-10-21 00:00:00,3.970777384
2485,1987-10-22 00:00:00,3.779871814
2486,1987-10-23 00:00:00,3.597942774
2487,1987-10-24 00:00:00,3.590686201
2488,1987-10-25 00:00:00,3.419136468
2489,1987-10-26 00:00:00,3.254507421
2490,1987-10-27 00:00:00,3.306295564
2491,1987-10-28 00:00:00,3.147389225
2492,1987-10-29 00:00:00,2.995953264
2493,1987-10-30 00:00:00,3.872408205
2494,1987-10-31 00:00:00,3.947069290
2495,1987-11-01 00:00:00,4.030916354
2496,1987-11-02 00:00:00,4.383545512
2497,1987-11-03 00:00:00,4.356453381
2498,1987-11-04 00:00:00,4.545514702
2499,1987-11-05 00:00:00,4.355803047
2500,1987-11-06 00:00:00,4.188780561
2501,1987-11-07 00:00:00,3.992688490
2502,1987-11-08 00:00:00,3.805663155
2503,1987-11-09 00:00:00,3.627288707
2504,1987-11-10 00:00:00,3.881882630
2505,1987-11-11 00:00:00,3.700476626
2506,1987-11-12 00:00:00,3.527448807
2507,1987-11-13 00:00:00,3.743911818
2508,1987-11-14 00:00:00,5.180785128
2509,1987-11-15 00:00:00,4.941520954
2510,1987-11-16 00:00:00,4.713222283
2511,1987-11-17 00:00:00,4.495389118
2512,1987-11-18 00:00:00,4.287544179
2513,1987-11-19 00:00:00,4.089231879
2514,1987-11-20 00:00:00,3.900017339
2515,1987-11-21 00:00:00,3.754564840
2516,1987-11-22 00:00:00,3.580736765
2517,1987-11-23 00:00:00,3.414888274
2518,1987-11-24 00:00:00,3.256655121
2519,1987-11-25 00:00:00,3.105689625
2520,1987-11-26 00:00:00,2.961659917
2521,1987-11-27 00:00:00,2.824249225
2522,1987-11-28 00:00:00,2.707959739
2523,1987-11-29 00:00:00,2.624203299
2524,1987-11-30 00:00:00,2.543037421
2525,1987-12-01 00:00:00,2.464381982
2526,1987-12-02 00:00:00,2.388159334
2527,1987-12-03 00:00:00,2.314294231
2528,1987-12-04 00:00:00,2.307069611
2529,1987-12-05 00:00:00,2.278266907
2530,1987-12-06 00:00:00,2.232597762
2531,1987-12-07 00:00:00,3.855691759
2532,1987-12-08 00:00:00,3.671310612
2533,1987-12-09 00:00:00,3.495570439
2534,1987-12-10 00:00:00,3.328071425
2535,1987-12-11 00:00:00,3.168432101
2536,1987-12-12 00:00:00,3.016288508
2537,1987-12-13 00:00:00,2.871293395
2538,1987-12-14 00:00:00,2.733115461
2539,1987-12-15 00:00:00,2.601438621
2540,1987-12-16 00:00:00,2.475961315
2541,1987-12-17 00:00:00,2.387204218
2542,1987-12-18 00:00:00,2.313368657
2543,1987-12-19 00:00:00,2.241816809
2544,1987-12-20 00:00:00,2.172478039
2545,1987-12-21 00:00:00,2.105283898
2546,1987-12-22 00:00:00,2.040168054
2547,1987-12-23 00:00:00,1.977066224
2548,1987-12-24 00:00:00,1.915916116
2549,1987-12-25 00:00:00,1.856657364
2550,1987-12-26 00:00:00,1.799231469
2551,1987-12-27 00:00:00,1.743581741
2552,1987-12-28 00:00:00,1.689653243
2553,1987-12-29 00:00:00,1.637392739
2554,1987-12-30 00:00:00,1.586748638
2555,1987-12-31 00:00:00,1.537670944
2556,1988-01-01 00:00:00,1.490111210
2557,1988-01-02 00:00:00,1.444022485
2558,1988-01-03 00:00:00,1.399359272
2559,1988-01-04 00:00:00,1.356077479
2560,1988-01-05 00:00:00,1.314134381
2561,1988-01-06 00:00:00,1.273488570
2562,1988-01-07 00:00:00,1.234099923
2563,1988-01-08 00:00:00,1.195929557
2564,1988-01-09 00:00:00,1.158939788
2565,1988-01-10 00:00:00,1.123094104
2566,1988-01-11 00:00:00,1.088357116
2567,1988-01-12 00:00:00,1.054694533
2568,1988-01-13 00:00:00,1.022073125
2569,1988-01-14 00:00:00,0.990460688
2570,1988-01-15 00:00:00,0.959826015
2571,1988-01-16 00:00:00,0.930138863
2572,1988-01-17 00:00:00,0.901369927
2573,1988-01-18 00:00:00,0.873490807
2574,1988-01-19 00:00:00,0.846473979
2575,1988-01-20 00:00:00,0.820292775
2576,1988-01-21 00:00:00,0.794921348
2577,1988-01-22 00:00:00,0.770334652
2578,1988-01-23 00:00:00,0.746508416
2579,1988-01-24 00:00:00,0.723419118
2580,1988-01-25 00:00:00,0.701043966
2581,1988-01-26 00:00:00,0.679360872
2582,1988-01-27 00:00:00,0.658348429
2583,1988-01-28 00:00:00,0.637985896
2584,1988-01-29 00:00:00,0.618253169
2585,1988-01-30 00:00:00,0.599130771
2586,1988-01-31 00:00:00,0.580599823
2587,1988-02-01 00:00:00,0.562642032
2588,1988-02-02 00:00:00,0.545239671
2589,1988-02-03 00:00:00,0.528375560
2590,1988-02-04 00:00:00,0.512033051
2591,1988-02-05 00:00:00,0.496196011
2592,1988-02-06 00:00:00,0.480848807
2593,1988-02-07 00:00:00,0.465976287
2594,1988-02-08 00:00:00,0.451563770
2595,1988-02-09 00:00:00,0.437597029
2596,1988-02-10 00:00:00,0.424062274
2597,1988-02-11 00:00:00,0.410946146
2598,1988-02-12 00:00:00,0.398235697
2599,1988-02-13 00:00:00,0.385918377
2600,1988-02-14 00:00:00,0.373982029
2601,1988-02-15 00:00:00,0.362414869
2602,1988-02-16 00:00:00,0.351205478
2603,1988-02-17 00:00:00,0.340342791
2604,1988-02-18 00:00:00,0.329816083
2605,1988-02-19 00:00:00,0.319614963
2606,1988-02-20 00:00:00,0.309729362
2607,1988-02-21 00:00:00,0.300149519
2608,1988-02-22 00:00:00,0.290865978
2609,1988-02-23 00:00:00,0.281869574
2610,1988-02-24 00:00:00,0.273151427
2611,1988-02-25 00:00:00,0.264702929
2612,1988-02-26 00:00:00,0.256515741
2613,1988-02-27 00:00:00,0.248581781
2614,1988-02-28 00:00:00,0.342648592
2615,1988-02-29 00:00:00,0.371166667
2616,1988-03-01 00:00:00,0.963181543
2617,1988-03-02 00:00:00,0.883707292
2618,1988-03-03 00:00:00,0.808932599
2619,1988-03-04 00:00:00,0.738610985
2620,1988-03-05 00:00:00,0.697535818
2621,1988-03-06 00:00:00,0.675961230
2622,1988-03-07 00:00:00,0.655053937
2623,1988-03-08 00:00:00,0.634793301
2624,1988-03-09 00:00:00,0.615159321
2625,1988-03-10 00:00:00,0.596132615
2626,1988-03-11 00:00:00,0.577694399
2627,1988-03-12 00:00:00,0.559826472
2628,1988-03-13 00:00:00,0.542511195
2629,1988-03-14 00:00:00,0.525731475
2630,1988-03-15 00:00:00,0.509470747
2631,1988-03-16 00:00:00,0.493712959
2632,1988-03-17 00:00:00,0.478442554
2633,1988-03-18 00:00:00,0.463644459
2634,1988-03-19 00:00:00,0.449304065
2635,1988-03-20 00:00:00,0.449499894
2636,1988-03-21 00:00:00,0.605173360
2637,1988-03-22 00:00:00,0.730988744
2638,1988-03-23 00:00:00,0.668552782
2639,1988-03-24 00:00:00,0.647874630
2640,1988-03-25 00:00:00,0.627836049
2641,1988-03-26 00:00:00,0.608417254
2642,1988-03-27 00:00:00,0.718124665
2643,1988-03-28 00:00:00,0.684595394
2644,1988-03-29 00:00:00,0.663421049
2645,1988-03-30 00:00:00,0.642901621
2646,1988-03-31 00:00:00,0.623016853
2647,1988-04-01 00:00:00,0.603747115
2648,1988-04-02 00:00:00,0.585073385
2649,1988-04-03 00:00:00,0.632249146
2650,1988-04-04 00:00:00,1.240750008
2651,1988-04-05 00:00:00,1.152342245
2652,1988-04-06 00:00:00,1.068926069
2653,1988-04-07 00:00:00,1.249980845
2654,1988-04-08 00:00:00,1.359164719
2655,1988-04-09 00:00:00,1.269244818
2656,1988-04-10 00:00:00,1.184266259
2657,1988-04-11 00:00:00,1.156738971
2658,1988-04-12 00:00:00,1.452667308
2659,1988-04-13 00:00:00,1.791659359
2660,1988-04-14 00:00:00,2.164771753
2661,1988-04-15 00:00:00,2.396092869
2662,1988-04-16 00:00:00,2.573411008
2663,1988-04-17 00:00:00,2.822605426
2664,1988-04-18 00:00:00,3.066872606
2665,1988-04-19 00:00:00,3.500610955
2666,1988-04-20 00:00:00,3.754252326
2667,1988-04-21 00:00:00,5.298332472
2668,1988-04-22 00:00:00,10.979075818
2669,1988-04-23 00:00:00,9.207290891
2670,1988-04-24 00:00:00,9.890262233
2671,1988-04-25 00:00:00,15.002406356
2672,1988-04-26 00:00:00,12.650490052
2673,1988-04-27 00:00:00,10.649931630
2674,1988-04-28 00:00:00,9.817323360
2675,1988-04-29 00:00:00,10.232145797
2676,1988-04-30 00:00:00,9.636146321
2677,1988-05-01 00:00:00,9.760310519
2678,1988-05-02 00:00:00,8.205705479
2679,1988-05-03 00:00:00,6.884059273
2680,1988-05-04 00:00:00,5.811247850
2681,1988-05-05 00:00:00,5.593750213
2682,1988-05-06 00:00:00,6.219971590
2683,1988-05-07 00:00:00,5.283431636
2684,1988-05-08 00:00:00,5.033571997
2685,1988-05-09 00:00:00,5.183867014
2686,1988-05-10 00:00:00,5.235211073
2687,1988-05-11 00:00:00,5.245665441
2688,1988-05-12 00:00:00,5.426759862
2689,1988-05-13 00:00:00,6.368954399
2690,1988-05-14 00:00:00,7.545325236
2691,1988-05-15 00:00:00,7.736928364
2692,1988-05-16 00:00:00,8.194237756
2693,1988-05-17 00:00:00,9.077014672
2694,1988-05-18 00:00:00,12.871538241
2695,1988-05-19 00:00:00,12.673243055
2696,1988-05-20 00:00:00,11.122936519
2697,1988-05-21 00:00:00,10.405390517
2698,1988-05-22 00:00:00,10.048018722
2699,1988-05-23 00:00:00,9.972371516
2700,1988-05-24 00:00:00,10.342440733
2701,1988-05-25 00:00:00,10.680907213
2702,1988-05-26 00:00:00,10.993481678
2703,1988-05-27 00:00:00,11.450408327
2704,1988-05-28 00:00:00,11.468340548
2705,1988-05-29 00:00:00,11.482577740
2706,1988-05-30 00:00:00,12.510636732
2707,1988-05-31 00:00:00,13.291877603
2708,1988-06-01 00:00:00,12.726268212
2709,1988-06-02 00:00:00,11.733342424
2710,1988-06-03 00:00:00,11.390434330
2711,1988-06-04 00:00:00,11.868002191
2712,1988-06-05 00:00:00,12.756016735
2713,1988-06-06 00:00:00,13.089811985
2714,1988-06-07 00:00:00,13.040577522
2715,1988-06-08 00:00:00,12.789974532
2716,1988-06-09 00:00:00,12.248029028
2717,1988-06-10 00:00:00,12.327875347
2718,1988-06-11 00:00:00,12.537883350
2719,1988-06-12 00:00:00,12.652794674
2720,1988-06-13 00:00:00,12.368813899
2721,1988-06-14 00:00:00,11.784910307
2722,1988-06-15 00:00:00,11.639519294
2723,1988-06-16 00:00:00,12.121040866
2724,1988-06-17 00:00:00,12.858945151
2725,1988-06-18 00:00:00,13.243934074
2726,1988-06-19 00:00:00,13.524524347
2727,1988-06-20 00:00:00,14.219117672
2728,1988-06-21 00:00:00,14.879553697
2729,1988-06-22 00:00:00,15.461181126
2730,1988-06-23 00:00:00,16.009232036
2731,1988-06-24 00:00:00,16.506391774
2732,1988-06-25 00:00:00,17.222302924
2733,1988-06-26 00:00:00,20.901074568
2734,1988-06-27 00:00:00,20.516383744
2735,1988-06-28 00:00:00,19.986617417
2736,1988-06-29 00:00:00,19.487844014
2737,1988-06-30 00:00:00,18.483244813
2738,1988-07-01 00:00:00,17.560058147
2739,1988-07-02 00:00:00,16.402256181
2740,1988-07-03 00:00:00,13.965348228
2741,1988-07-04 00:00:00,11.888580182
2742,1988-07-05 00:00:00,10.118787392
2743,1988-07-06 00:00:00,8.610651671
2744,1988-07-07 00:00:00,7.325543311
2745,1988-07-08 00:00:00,6.259813068
2746,1988-07-09 00:00:00,5.804642096
2747,1988-07-10 00:00:00,5.541179398
2748,1988-07-11 00:00:00,5.289651845
2749,1988-07-12 00:00:00,5.280754139
2750,1988-07-13 00:00:00,5.041069328
2751,1988-07-14 00:00:00,4.812242514
2752,1988-07-15 00:00:00,4.593782459
2753,1988-07-16 00:00:00,4.385220131
2754,1988-07-17 00:00:00,4.186107700
2755,1988-07-18 00:00:00,3.996017579
2756,1988-07-19 00:00:00,3.814541510
2757,1988-07-20 00:00:00,3.641289692
2758,1988-07-21 00:00:00,3.475889946
2759,1988-07-22 00:00:00,3.317986919
2760,1988-07-23 00:00:00,3.167241324
2761,1988-07-24 00:00:00,3.027719222
2762,1988-07-25 00:00:00,2.900732800
2763,1988-07-26 00:00:00,2.811013943
2764,1988-07-27 00:00:00,2.724070064
2765,1988-07-28 00:00:00,2.639815336
2766,1988-07-29 00:00:00,2.593785374
2767,1988-07-30 00:00:00,2.622480338
2768,1988-07-31 00:00:00,2.536214222
2769,1988-08-01 00:00:00,2.457769822
2770,1988-08-02 00:00:00,2.381751686
2771,1988-08-03 00:00:00,2.308084770
2772,1988-08-04 00:00:00,3.869270534
2773,1988-08-05 00:00:00,3.941159460
2774,1988-08-06 00:00:00,3.754250734
2775,1988-08-07 00:00:00,3.876094991
2776,1988-08-08 00:00:00,3.805867848
2777,1988-08-09 00:00:00,3.625881731
2778,1988-08-10 00:00:00,3.454271895
2779,1988-08-11 00:00:00,3.290652520
2780,1988-08-12 00:00:00,3.134655438
2781,1988-08-13 00:00:00,2.985929328
2782,1988-08-14 00:00:00,2.844138951
2783,1988-08-15 00:00:00,2.808094451
2784,1988-08-16 00:00:00,2.674758298
2785,1988-08-17 00:00:00,2.548801422
2786,1988-08-18 00:00:00,2.469967704
2787,1988-08-19 00:00:00,2.393572291
2788,1988-08-20 00:00:00,2.319539766
2789,1988-08-21 00:00:00,2.248397208
2790,1988-08-22 00:00:00,2.354648242
2791,1988-08-23 00:00:00,2.255639914
2792,1988-08-24 00:00:00,2.185873600
2793,1988-08-25 00:00:00,2.118265138
2794,1988-08-26 00:00:00,2.052747787
2795,1988-08-27 00:00:00,1.989256870
2796,1988-08-28 00:00:00,1.927729709
2797,1988-08-29 00:00:00,1.868105566
2798,1988-08-30 00:00:00,1.810325581
2799,1988-08-31 00:00:00,1.754332715
2800,1988-09-01 00:00:00,1.700071693
2801,1988-09-02 00:00:00,1.647488949
2802,1988-09-03 00:00:00,1.596532574
2803,1988-09-04 00:00:00,1.547152266
2804,1988-09-05 00:00:00,1.499299278
2805,1988-09-06 00:00:00,1.452926369
2806,1988-09-07 00:00:00,1.407987761
2807,1988-09-08 00:00:00,1.364439091
2808,1988-09-09 00:00:00,1.322237370
2809,1988-09-10 00:00:00,1.281340937
2810,1988-09-11 00:00:00,1.624825441
2811,1988-09-12 00:00:00,1.528012768
2812,1988-09-13 00:00:00,1.442872598
2813,1988-09-14 00:00:00,2.592787642
2814,1988-09-15 00:00:00,2.467215273
2815,1988-09-16 00:00:00,2.476158647
2816,1988-09-17 00:00:00,2.344356094
2817,1988-09-18 00:00:00,2.405543024
2818,1988-09-19 00:00:00,2.278149907
2819,1988-09-20 00:00:00,2.157087660
2820,1988-09-21 00:00:00,3.038975722
2821,1988-09-22 00:00:00,3.031469955
2822,1988-09-23 00:00:00,2.878066678
2823,1988-09-24 00:00:00,2.732098787
2824,1988-09-25 00:00:00,2.593214921
2825,1988-09-26 00:00:00,2.604561680
2826,1988-09-27 00:00:00,2.472383288
2827,1988-09-28 00:00:00,3.113754233
2828,1988-09-29 00:00:00,3.325097656
2829,1988-09-30 00:00:00,3.372615347
2830,1988-10-01 00:00:00,3.207519587
2831,1988-10-02 00:00:00,3.054977421
2832,1988-10-03 00:00:00,2.904999943
2833,1988-10-04 00:00:00,2.874391512
2834,1988-10-05 00:00:00,2.733301271
2835,1988-10-06 00:00:00,2.598929264
2836,1988-10-07 00:00:00,2.470961485
2837,1988-10-08 00:00:00,2.356213715
2838,1988-10-09 00:00:00,2.260004510
2839,1988-10-10 00:00:00,2.190103199
2840,1988-10-11 00:00:00,2.122363917
2841,1988-10-12 00:00:00,2.085586502
2842,1988-10-13 00:00:00,2.021079892
2843,1988-10-14 00:00:00,1.958568454
2844,1988-10-15 00:00:00,1.897990477
2845,1988-10-16 00:00:00,1.839286160
2846,1988-10-17 00:00:00,1.782397551
2847,1988-10-18 00:00:00,1.727268492
2848,1988-10-19 00:00:00,1.673844558
2849,1988-10-20 00:00:00,1.622073012
2850,1988-10-21 00:00:00,1.571902746
2851,1988-10-22 00:00:00,1.604317009
2852,1988-10-23 00:00:00,1.562911112
2853,1988-10-24 00:00:00,1.514570707
2854,1988-10-25 00:00:00,1.467725456
2855,1988-10-26 00:00:00,1.422329117
2856,1988-10-27 00:00:00,1.378336873
2857,1988-10-28 00:00:00,1.335705298
2858,1988-10-29 00:00:00,1.294392305
2859,1988-10-30 00:00:00,1.567635798
2860,1988-10-31 00:00:00,1.473582616
2861,1988-11-01 00:00:00,1.404164153
2862,1988-11-02 00:00:00,2.071882235
2863,1988-11-03 00:00:00,2.661649015
2864,1988-11-04 00:00:00,6.685164883
2865,1988-11-05 00:00:00,5.530058066
2866,1988-11-06 00:00:00,4.704513160
2867,1988-11-07 00:00:00,4.473027065
2868,1988-11-08 00:00:00,4.252579576
2869,1988-11-09 00:00:00,4.042654282
2870,1988-11-10 00:00:00,3.842758638
2871,1988-11-11 00:00:00,3.652422873
2872,1988-11-12 00:00:00,3.471198942
2873,1988-11-13 00:00:00,3.298659535
2874,1988-11-14 00:00:00,3.134397118
2875,1988-11-15 00:00:00,2.978023032
2876,1988-11-16 00:00:00,2.829166624
2877,1988-11-17 00:00:00,2.687474418
2878,1988-11-18 00:00:00,2.552609330
2879,1988-11-19 00:00:00,2.424249910
2880,1988-11-20 00:00:00,2.302089627
2881,1988-11-21 00:00:00,2.185836184
2882,1988-11-22 00:00:00,2.105313515
2883,1988-11-23 00:00:00,2.040196754
2884,1988-11-24 00:00:00,1.977094037
2885,1988-11-25 00:00:00,1.915943069
2886,1988-11-26 00:00:00,1.856683484
2887,1988-11-27 00:00:00,1.799256780
2888,1988-11-28 00:00:00,1.743606269
2889,1988-11-29 00:00:00,1.689677013
2890,1988-11-30 00:00:00,1.637415774
2891,1988-12-01 00:00:00,1.586770960
2892,1988-12-02 00:00:00,1.537692576
2893,1988-12-03 00:00:00,1.490132173
2894,1988-12-04 00:00:00,1.444042800
2895,1988-12-05 00:00:00,1.399378958
2896,1988-12-06 00:00:00,1.356096557
2897,1988-12-07 00:00:00,1.314152868
2898,1988-12-08 00:00:00,1.273506486
2899,1988-12-09 00:00:00,1.234117285
2900,1988-12-10 00:00:00,1.195946381
2901,1988-12-11 00:00:00,1.158956092
2902,1988-12-12 00:00:00,1.123109903
2903,1988-12-13 00:00:00,1.088372427
2904,1988-12-14 00:00:00,1.054709371
2905,1988-12-15 00:00:00,1.022087503
2906,1988-12-16 00:00:00,0.990474622
2907,1988-12-17 00:00:00,0.959839517
2908,1988-12-18 00:00:00,0.930151948
2909,1988-12-19 00:00:00,0.901382608
2910,1988-12-20 00:00:00,0.873503095
2911,1988-12-21 00:00:00,0.846485887
2912,1988-12-22 00:00:00,0.820304315
2913,1988-12-23 00:00:00,0.794932531
2914,1988-12-24 00:00:00,0.770345489
2915,1988-12-25 00:00:00,0.746518917
2916,1988-12-26 00:00:00,0.723429295
2917,1988-12-27 00:00:00,0.701053828
2918,1988-12-28 00:00:00,0.679370429
2919,1988-12-29 00:00:00,0.658357691
2920,1988-12-30 00:00:00,0.637994871
2921,1988-12-31 00:00:00,0.618261867
2922,1989-01-01 00:00:00,0.599139200
2923,1989-01-02 00:00:00,0.580607991
2924,1989-01-03 00:00:00,0.562649948
2925,1989-01-04 00:00:00,0.545247341
2926,1989-01-05 00:00:00,0.528382993
2927,1989-01-06 00:00:00,0.512040254
2928,1989-01-07 00:00:00,0.496202992
2929,1989-01-08 00:00:00,0.480855571
2930,1989-01-09 00:00:00,0.465982842
2931,1989-01-10 00:00:00,0.451570123
2932,1989-01-11 00:00:00,0.437603185
2933,1989-01-12 00:00:00,0.424068240
2934,1989-01-13 00:00:00,0.410951928
2935,1989-01-14 00:00:00,0.398241299
2936,1989-01-15 00:00:00,0.385923806
2937,1989-01-16 00:00:00,0.373987291
2938,1989-01-17 00:00:00,0.362419968
2939,1989-01-18 00:00:00,0.351210419
2940,1989-01-19 00:00:00,0.340347579
2941,1989-01-20 00:00:00,0.329820723
2942,1989-01-21 00:00:00,0.319619460
2943,1989-01-22 00:00:00,0.309733719
2944,1989-01-23 00:00:00,0.300153741
2945,1989-01-24 00:00:00,0.290870070
2946,1989-01-25 00:00:00,0.281873539
2947,1989-01-26 00:00:00,0.273155269
2948,1989-01-27 00:00:00,0.264706653
2949,1989-01-28 00:00:00,0.256519350
2950,1989-01-29 00:00:00,0.248585278
2951,1989-01-30 00:00:00,0.240896604
2952,1989-01-31 00:00:00,0.233445740
2953,1989-02-01 00:00:00,0.226225328
2954,1989-02-02 00:00:00,0.219228241
2955,1989-02-03 00:00:00,0.212447573
2956,1989-02-04 00:00:00,0.205876629
2957,1989-02-05 00:00:00,0.199508922
2958,1989-02-06 00:00:00,0.193338167
2959,1989-02-07 00:00:00,0.187358271
2960,1989-02-08 00:00:00,0.181563332
2961,1989-02-09 00:00:00,0.175947628
2962,1989-02-10 00:00:00,0.170505617
2963,1989-02-11 00:00:00,0.165231926
2964,1989-02-12 00:00:00,0.160121349
2965,1989-02-13 00:00:00,0.155168840
2966,1989-02-14 00:00:00,0.150369511
2967,1989-02-15 00:00:00,0.145718624
2968,1989-02-16 00:00:00,0.141211587
2969,1989-02-17 00:00:00,0.136843952
2970,1989-02-18 00:00:00,0.132611407
2971,1989-02-19 00:00:00,0.128509773
2972,1989-02-20 00:00:00,0.124535002
2973,1989-02-21 00:00:00,0.120683169
2974,1989-02-22 00:00:00,0.116950472
2975,1989-02-23 00:00:00,0.113333226
2976,1989-02-24 00:00:00,0.463537819
2977,1989-02-25 00:00:00,0.494891493
2978,1989-02-26 00:00:00,1.526177718
2979,1989-02-27 00:00:00,1.420169554
2980,1989-02-28 00:00:00,1.320093106
2981,1989-03-01 00:00:00,1.225645221
2982,1989-03-02 00:00:00,1.136537526
2983,1989-03-03 00:00:00,1.052495719
2984,1989-03-04 00:00:00,0.973258909
2985,1989-03-05 00:00:00,0.898578973
2986,1989-03-06 00:00:00,0.867885250
2987,1989-03-07 00:00:00,0.841041801
2988,1989-03-08 00:00:00,2.575865363
2989,1989-03-09 00:00:00,4.038137768
2990,1989-03-10 00:00:00,4.121441953
2991,1989-03-11 00:00:00,4.339865628
2992,1989-03-12 00:00:00,4.696753883
2993,1989-03-13 00:00:00,4.549386695
2994,1989-03-14 00:00:00,4.178953541
2995,1989-03-15 00:00:00,3.965939026
2996,1989-03-16 00:00:00,3.763291816
2997,1989-03-17 00:00:00,3.570520772
2998,1989-03-18 00:00:00,3.387157638
2999,1989-03-19 00:00:00,3.212755986
3000,1989-03-20 00:00:00,3.046890207
3001,1989-03-21 00:00:00,2.889154554
3002,1989-03-22 00:00:00,2.739162224
3003,1989-03-23 00:00:00,2.900481164
3004,1989-03-24 00:00:00,3.050316922
3005,1989-03-25 00:00:00,3.226206153
3006,1989-03-26 00:00:00,3.557089769
3007,1989-03-27 00:00:00,4.352681236
3008,1989-03-28 00:00:00,4.140038447
3009,1989-03-29 00:00:00,7.328223205
3010,1989-03-30 00:00:00,6.121056484
3011,1989-03-31 00:00:00,5.110676615
3012,1989-04-01 00:00:00,4.865759041
3013,1989-04-02 00:00:00,4.632334708
3014,1989-04-03 00:00:00,4.409871374
3015,1989-04-04 00:00:00,4.197861233
3016,1989-04-05 00:00:00,3.995819801
3017,1989-04-06 00:00:00,3.969001506
3018,1989-04-07 00:00:00,4.093652384
3019,1989-04-08 00:00:00,4.275927788
3020,1989-04-09 00:00:00,4.257261739
3021,1989-04-10 00:00:00,4.054380439
3022,1989-04-11 00:00:00,3.860986601
3023,1989-04-12 00:00:00,3.848916575
3024,1989-04-13 00:00:00,3.808787961
3025,1989-04-14 00:00:00,3.860329619
3026,1989-04-15 00:00:00,4.120660905
3027,1989-04-16 00:00:00,4.481960261
3028,1989-04-17 00:00:00,4.912175128
3029,1989-04-18 00:00:00,5.111814226
3030,1989-04-19 00:00:00,5.459766434
3031,1989-04-20 00:00:00,5.985677319
3032,1989-04-21 00:00:00,6.788760082
3033,1989-04-22 00:00:00,7.425965820
3034,1989-04-23 00:00:00,7.501746049
3035,1989-04-24 00:00:00,7.012584326
3036,1989-04-25 00:00:00,6.874124021
3037,1989-04-26 00:00:00,6.480592037
3038,1989-04-27 00:00:00,5.627364315
3039,1989-04-28 00:00:00,5.367343648
3040,1989-04-29 00:00:00,5.119243750
3041,1989-04-30 00:00:00,4.882520942
3042,1989-05-01 00:00:00,4.817456923
3043,1989-05-02 00:00:00,4.853711073
3044,1989-05-03 00:00:00,5.007932593
3045,1989-05-04 00:00:00,5.361716534
3046,1989-05-05 00:00:00,5.372877661
3047,1989-05-06 00:00:00,5.609597413
3048,1989-05-07 00:00:00,6.045539520
3049,1989-05-08 00:00:00,7.036508573
3050,1989-05-09 00:00:00,7.504737222
3051,1989-05-10 00:00:00,8.598052082
3052,1989-05-11 00:00:00,9.759270481
3053,1989-05-12 00:00:00,15.176521079
3054,1989-05-13 00:00:00,16.070748329
3055,1989-05-14 00:00:00,16.008609368
3056,1989-05-15 00:00:00,17.741647529
3057,1989-05-16 00:00:00,17.696045625
3058,1989-05-17 00:00:00,15.909898377
3059,1989-05-18 00:00:00,14.522131486
3060,1989-05-19 00:00:00,13.718841314
3061,1989-05-20 00:00:00,11.668914352
3062,1989-05-21 00:00:00,10.800289980
3063,1989-05-22 00:00:00,10.675255616
3064,1989-05-23 00:00:00,10.862711718
3065,1989-05-24 00:00:00,10.324136321
3066,1989-05-25 00:00:00,9.934348171
